,hu_xing,area,chao_xiang,other,lou_cen,lei_xin,dan_jia,zong_jia
1378,4室2厅 ,254.6,南北, 精装 , 中楼层(共4层) , 2010年建 ,"55,768元/平",1420
1379,4室2厅 ,141.5,南北, 精装 , 高楼层(共18层) , 2008年建 ,"49,443元/平",700
1380,3室2厅 ,135.6,南北, 精装 , 低楼层(共22层) , 2012年建 ,"80,372元/平",1090
1381,5室3厅 ,340.3,东南北, 精装 , 底层(共4层) , 2004年建 ,"42,601元/平",1450
1382,5室2厅 ,229.4,南北, 精装 , 高楼层(共6层) , 2010年建 ,"15,691元/平",360
1383,4室2厅 ,184.7,南北, 精装 , 中楼层(共6层) , 2014年建 ,"39,405元/平",728
1384,5室2厅 ,205.1,南北, 精装 , 2层 , 2013年建 ,"26,815元/平",550
1385,3室2厅 ,193.4,南北, 简装 , 高楼层(共13层) , 2000年建 ,"43,940元/平",850
1386,5室3厅 ,233.7,南北, 精装 , 3层 , 2009年建 ,"36,797元/平",860
1387,3室2厅 ,175.5,南北, 精装 , 低楼层(共27层) , 2009年建 ,"81,331元/平",1428
1388,3室2厅 ,188.2,南北, 简装 , 6层 , 1997年建 ,"95,643元/平",1800
1389,4室2厅 ,228.1,南北, 精装 , 底层(共6层) , 2004年建 ,"39,401元/平",899
1390,4室2厅 ,172.6,南北, 精装 , 18层 , 2012年建 ,"81,659元/平",1410
1391,4室2厅 ,260.1,西南北南, 精装 , 低楼层(共18层) , 2009年建 ,"107,651元/平",2800
1392,3室2厅 ,142.5,南北, 精装 , 顶层(共10层) , 2004年建 ,"94,704元/平",1350
1393,6室3厅 ,194.0,南北, 简装 , 3层 , 2009年建 ,"26,803元/平",520
1394,3室2厅 ,216.4,南北, 精装 , 底层(共9层) , 2014年建 ,"22,181元/平",480
1395,1室0厅 ,27.0,北, 简装 , 顶层(共7层) , 2004年建 ,"154,842元/平",419
1396,4室2厅 ,392.4,南北, 精装 , 中楼层(共7层) , 2004年建 ,"68,752元/平",2698
1397,4室2厅 ,369.3,南北, 精装 , 中楼层(共30层) , 2004年建 ,"107,746元/平",3980
1398,5室3厅 ,441.3,南北, 精装 , 底层(共10层) , 2014年建 ,"74,764元/平",3300
1399,3室1厅 ,85.8,南北, 简装 , 中楼层(共13层) , 1990年建 ,"135,199元/平",1160
1400,5室2厅 ,227.2,南西北, 精装 , 高楼层(共11层) , 2008年建 ,"32,569元/平",740
1401,4室1厅 ,234.2,南北, 简装 , 3层 , 2003年建 ,"55,492元/平",1300
1402,5室2厅 ,257.2,东南西北, 简装 , 低楼层(共25层) , 2002年建 ,"52,442元/平",1349
1403,5室3厅 ,263.8,南北, 精装 , 顶层(共8层) , 2016年建 ,"52,313元/平",1380
1404,4室1厅 ,100.0,南北, 精装 , 高楼层(共7层) , 1995年建 ,"43,483元/平",435
1405,4室2厅 ,151.0,南北, 简装 , 高楼层(共7层) , 2009年建 ,"11,386元/平",172
1406,4室3厅 ,282.8,东南北, 精装 , 底层(共6层) , 2009年建 ,"130,803元/平",3700
1407,3室1厅 ,146.7,南北, 简装 , 12层 , 2003年建 ,"162,907元/平",2390
1408,4室3厅 ,169.4,南北, 精装 , 中楼层(共4层) , 2012年建 ,"51,927元/平",880
1409,4室3厅 ,275.6,南北, 精装 , 低楼层(共18层) , 2013年建 ,"108,834元/平",3000
1410,3室2厅 ,123.7,东南南, 精装 , 低楼层(共24层) , 2003年建 ,"84,722元/平",1048
1411,3室2厅 ,169.4,南北, 简装 , 高楼层(共9层) , 2010年建 ,"86,177元/平",1460
1412,2室1厅 ,88.1,南北, 精装 , 高楼层(共21层) , 2009年建 ,"51,963元/平",458
1413,2室1厅 ,75.3,南北, 精装 , 顶层(共12层) , 1998年建 ,"103,321元/平",778
1414,2室1厅 ,81.5,南, 精装 , 高楼层(共9层) , 2016年建 ,"50,295元/平",410
1415,2室1厅 ,112.1,南北, 精装 , 高楼层(共16层) , 2001年建 ,"119,515元/平",1340
1416,1室1厅 ,52.4,西, 精装 , 中楼层(共14层) , 2010年建 ,"36,055元/平",189
1417,2室1厅 ,97.5,南北, 精装 , 底层(共6层) , 2008年建 ,"49,596元/平",484
1418,2室1厅 ,86.3,西南, 精装 , 24层 , 2003年建 ,"52,681元/平",455
1419,2室1厅 ,88.5,南北, 精装 , 低楼层(共11层) , 2012年建 ,"61,562元/平",545
1420,1室1厅 ,42.9,南北, 精装 , 中楼层(共6层) , 1990年建 ,"94,406元/平",405
1421,1室1厅 ,90.9,北, 精装 , 底层(共10层) , 2006年建 ,"114,092元/平",1038
1422,2室1厅 ,83.1,南北, 精装 , 中楼层(共26层) , 2012年建 ,"48,101元/平",400
1423,1室1厅 ,60.5,北, 精装 , 14层 , 2005年建 ,"99,141元/平",600
1424,2室1厅 ,82.4,东南, 简装 , 高楼层(共18层) , 2002年建 ,"83,111元/平",685
1425,1室1厅 ,49.0,南北, 精装 , 高楼层(共6层) , 2000年建 ,"56,904元/平",279
1426,2室1厅 ,81.9,南北, 精装 , 高楼层(共6层) , 1998年建 ,"103,588元/平",849
1427,2室1厅 ,64.1,南, 精装 , 低楼层(共19层) , 1992年建 ,"67,768元/平",435
1428,2室1厅 ,52.1,东北, 精装 , 中楼层(共6层) , 1989年建 ,"52,784元/平",275
1429,2室1厅 ,64.2,南北, 简装 , 中楼层(共6层) , 1994年建 ,"76,229元/平",490
1430,2室1厅 ,53.3,南北, 精装 , 顶层(共4层) , 1988年建 ,"104,968元/平",560
1431,2室1厅 ,50.0,南北, 精装 , 低楼层(共12层) , 1979年建 ,"116,884元/平",585
1432,2室1厅 ,89.9,南北, 简装 , 中楼层(共7层) , 2001年建 ,"45,455元/平",409
1433,2室1厅 ,80.1,西, 精装 , 28层 , 2001年建 ,"63,499元/平",509
1434,2室1厅 ,72.8,东南, 精装 , 高楼层(共20层) , 2001年建 ,"56,257元/平",410
1435,2室1厅 ,97.2,南北, 简装 , 中楼层(共6层) , 2003年建 ,"51,945元/平",505
1436,2室1厅 ,60.0,南北, 简装 , 高楼层(共6层) , 1995年建 ,"76,245元/平",458
1437,2室1厅 ,55.6,东南, 简装 , 低楼层(共18层) , 1988年建 ,"109,713元/平",610
1438,2室1厅 ,100.8,南北, 简装 , 高楼层(共15层) , 2001年建 ,"76,168元/平",768
1439,2室1厅 ,68.9,东西, 精装 , 中楼层(共28层) , 2010年建 ,"44,816元/平",309
1440,2室1厅 ,100.8,南北, 简装 , 高楼层(共15层) , 2001年建 ,"76,168元/平",768
1441,1室1厅 ,58.0,东南, 精装 , 高楼层(共28层) , 2004年建 ,"70,481元/平",409
1442,2室1厅 ,55.6,东南, 简装 , 低楼层(共18层) , 1988年建 ,"109,713元/平",610
1443,2室1厅 ,83.1,南北, 精装 , 中楼层(共26层) , 2012年建 ,"48,101元/平",400
1444,1室1厅 ,38.4,南, 精装 , 5层 , 1990年建 ,"55,094元/平",212
1445,3室1厅 ,56.9,南北, 简装 , 中楼层(共6层) , 1983年建 ,"115,290元/平",656
1446,2室1厅 ,115.8,南, 精装 , 中楼层(共25层) , 2003年建 ,"83,679元/平",969
1447,2室1厅 ,50.6,东, 精装 , 高楼层(共16层) , 1995年建 ,"58,475元/平",296
1448,2室1厅 ,60.9,东南, 简装 , 高楼层(共18层) , 1989年建 ,"89,389元/平",545
1449,1室1厅 ,61.3,北, 精装 , 中楼层(共12层) , 2003年建 ,"74,715元/平",458
1450,1室1厅 ,39.6,南, 精装 , 低楼层(共6层) , 1988年建 ,"57,576元/平",228
1451,1室1厅 ,42.3,南, 精装 , 中楼层(共12层) , 2004年建 ,"53,901元/平",228
1452,2室1厅 ,78.4,东南, 精装 , 高楼层(共16层) , 1997年建 ,"95,639元/平",750
1453,2室1厅 ,89.8,南, 简装 , 27层 , 2012年建 ,"56,787元/平",510
1454,2室1厅 ,101.1,东北, 精装 , 20层 , 2008年建 ,"69,177元/平",700
1455,2室2厅 ,85.0,南北, 简装 , 低楼层(共6层) , 2010年建 ,"87,627元/平",745
1456,1室1厅 ,46.4,南, 精装 , 低楼层(共6层) , 1994年建 ,"120,457元/平",560
1457,2室1厅 ,101.6,东, 精装 , 低楼层(共25层) , 2007年建 ,"63,927元/平",650
1458,2室1厅 ,84.7,东南, 简装 , 低楼层(共16层) , 2000年建 ,"84,996元/平",720
1459,2室1厅 ,92.3,南, 精装 , 中楼层(共21层) , 2009年建 ,"102,306元/平",945
1460,2室1厅 ,78.5,西南, 精装 , 高楼层(共22层) , 1990年建 ,"58,599元/平",460
1461,2室1厅 ,50.1,南北, 精装 , 底层(共6层) , 1999年建 ,"77,845元/平",390
1462,2室1厅 ,93.6,南北, 精装 , 底层(共6层) , 2006年建 ,"54,369元/平",509
1463,2室1厅 ,87.4,东, 精装 , 中楼层(共35层) , 2014年建 ,"53,999元/平",472
1464,1室1厅 ,42.4,西南, 精装 , 中楼层(共12层) , 1995年建 ,"95,519元/平",405
1465,1室1厅 ,62.6,东, 简装 , 低楼层(共8层) , 2014年建 ,"50,280元/平",315
1466,1室1厅 ,71.3,北, 简装 , 高楼层(共19层) , 2007年建 ,"60,933元/平",435
1467,2室1厅 ,50.8,南, 简装 , 顶层(共6层) , 1981年建 ,"40,937元/平",208
1468,1室1厅 ,66.8,南, 精装 , 中楼层(共28层) , 2006年建 ,"88,218元/平",590
1469,2室1厅 ,77.8,西南, 简装 , 低楼层(共22层) , 2000年建 ,"99,743元/平",776
1470,1室1厅 ,52.5,东西, 精装 , 底层(共6层) , 1999年建 ,"54,214元/平",285
1471,2室1厅 ,81,东南, 简装 , 高楼层(共26层) , 2004年建 ,"109,877元/平",890
1472,2室1厅 ,57.3,南北, 简装 , 高楼层(共6层) , 1994年建 ,"58,373元/平",335
1473,1室1厅 ,52.6,北, 简装 , 中楼层(共6层) , 1995年建 ,"42,727元/平",225
1474,1室1厅 ,48.1,东, 精装 , 低楼层(共25层) , 2012年建 ,"54,644元/平",263
1475,1室1厅 ,50.4,东北, 精装 , 中楼层(共14层) , 1995年建 ,"86,948元/平",439
1476,2室1厅 ,55.5,西南, 精装 , 顶层(共18层) , 1990年建 ,"98,199元/平",545
1477,2室1厅 ,74.2,东, 简装 , 高楼层(共22层) , 2015年建 ,"41,729元/平",310
1478,2室1厅 ,77.3,东西, 精装 , 高楼层(共16层) , 2016年建 ,"39,437元/平",305
1479,1室1厅 ,43.1,南, 简装 , 中楼层(共6层) , 1991年建 ,"40,130元/平",173
1480,2室1厅 ,89.9,南北, 简装 , 中楼层(共7层) , 2001年建 ,"45,455元/平",409
1481,2室1厅 ,50.0,南北, 精装 , 低楼层(共12层) , 1979年建 ,"116,884元/平",585
1482,2室1厅 ,53.3,南北, 精装 , 顶层(共4层) , 1988年建 ,"104,968元/平",560
1483,2室1厅 ,64.2,南北, 简装 , 中楼层(共6层) , 1994年建 ,"76,229元/平",490
1484,2室1厅 ,80.1,西, 精装 , 28层 , 2001年建 ,"63,499元/平",509
1485,2室1厅 ,72.8,东南, 精装 , 高楼层(共20层) , 2001年建 ,"56,257元/平",410
1486,2室1厅 ,64.1,南, 精装 , 低楼层(共19层) , 1992年建 ,"67,768元/平",435
1487,2室1厅 ,52.1,东北, 精装 , 中楼层(共6层) , 1989年建 ,"52,784元/平",275
1488,1室1厅 ,49.0,南北, 精装 , 高楼层(共6层) , 2000年建 ,"56,904元/平",279
1489,2室1厅 ,100.3,南北, 精装 , 低楼层(共12层) , 2003年建 ,"106,150元/平",1065
1490,2室1厅 ,86.8,南西, 精装 , 低楼层(共13层) , 2016年建 ,"37,762元/平",328
1491,2室1厅 ,72.3,南北, 简装 , 高楼层(共24层) , 1997年建 ,"88,521元/平",640
1492,2室1厅 ,97.2,南北, 简装 , 中楼层(共6层) , 2003年建 ,"51,945元/平",505
1493,1室1厅 ,60.5,北, 精装 , 14层 , 2005年建 ,"99,141元/平",600
1494,2室1厅 ,81.9,南北, 精装 , 高楼层(共6层) , 1998年建 ,"103,588元/平",849
1495,2室1厅 ,60.0,南北, 简装 , 高楼层(共6层) , 1995年建 ,"76,245元/平",458
1496,2室1厅 ,92.9,南北, 精装 , 顶层(共10层) , 2003年建 ,"125,861元/平",1170
1497,2室1厅 ,74.3,西南, 简装 , 中楼层(共24层) , 1996年建 ,"78,735元/平",585
1498,1室1厅 ,59.5,南, 精装 , 中楼层(共35层) , 2014年建 ,"58,824元/平",350
1499,2室1厅 ,74.9,南北, 精装 , 低楼层(共6层) , 1998年建 ,"37,117元/平",278
1500,2室1厅 ,74.9,南北, 精装 , 低楼层(共6层) , 1998年建 ,"37,117元/平",278
1501,2室1厅 ,61.0,南北, 精装 , 底层(共6层) , 1992年建 ,"75,398元/平",460
1502,1室1厅 ,43.2,南, 精装 , 中楼层(共4层) , 1987年建 ,"117,634元/平",509
1503,2室1厅 ,57,北南, 简装 , 中楼层(共6层) , 1986年建 ,"82,106元/平",468
1504,1室1厅 ,45.3,东, 精装 , 中楼层(共6层) , 1993年建 ,"48,501元/平",220
1505,2室1厅 ,92.6,南北, 精装 , 顶层(共10层) , 2005年建 ,"56,641元/平",525
1506,2室1厅 ,55.8,南北, 精装 , 中楼层(共5层) , 1986年建 ,"66,214元/平",370
1507,2室1厅 ,57.7,南北, 精装 , 顶层(共6层) , 1993年建 ,"73,645元/平",425
1508,1室1厅 ,42.1,南北, 简装 , 中楼层(共5层) , 1982年建 ,"44,097元/平",186
1509,2室1厅 ,71.6,南北, 简装 , 中楼层(共6层) , 1991年建 ,"38,811元/平",278
1510,2室1厅 ,81.4,南北, 精装 , 低楼层(共6层) , 2009年建 ,"85,943元/平",700
1511,1室1厅 ,43.4,东, 精装 , 顶层(共6层) , 1993年建 ,"67,895元/平",295
1512,2室1厅 ,58.0,东南, 精装 , 低楼层(共12层) , 1981年建 ,"72,352元/平",420
1513,2室1厅 ,52.1,南北, 精装 , 底层(共6层) , 1986年建 ,"80,615元/平",420
1514,2室1厅 ,49.5,东北, 精装 , 中楼层(共5层) , 1992年建 ,"92,930元/平",460
1515,2室1厅 ,84.9,西, 精装 , 高楼层(共22层) , 2009年建 ,"86,875元/平",738
1516,2室1厅 ,53.8,南, 其他 , 中楼层(共5层) , 1992年建 ,"139,406元/平",750
1517,2室1厅 ,82.0,南北, 精装 , 中楼层(共11层) , 2014年建 ,"49,373元/平",405
1518,1室1厅 ,37.3,南, 精装 , 中楼层(共6层) , 1984年建 ,"54,887元/平",205
1519,1室1厅 ,55.1,东, 精装 , 中楼层(共22层) , 1999年建 ,"79,826元/平",440
1520,2室1厅 ,75.2,南北, 简装 , 底层(共6层) , 1996年建 ,"36,275元/平",273
1521,2室1厅 ,89.4,南北, 精装 , 低楼层(共7层) , 2003年建 ,"43,027元/平",385
1522,2室1厅 ,86.2,南, 精装 , 中楼层(共24层) , 2002年建 ,"38,145元/平",329
1523,1室0厅 ,53.4,南, 精装 , 高楼层(共25层) , 2004年建 ,"93,476元/平",500
1524,1室0厅 ,52.9,南, 精装 , 中楼层(共23层) , 2003年建 ,"69,838元/平",370
1525,2室1厅 ,60.1,南北, 精装 , 中楼层(共6层) , 1994年建 ,"146,228元/平",880
1526,1室1厅 ,69.9,南北, 精装 , 高楼层(共6层) , 2003年建 ,"40,041元/平",280
1527,2室1厅 ,64.2,南, 精装 , 顶层(共6层) , 1995年建 ,"45,936元/平",295
1528,2室1厅 ,54.5,南北, 简装 , 低楼层(共6层) , 1986年建 ,"98,166元/平",535
1529,3室1厅 ,78.6,南北, 简装 , 底层(共2层) , 2004年建 ,"101,146元/平",795
1530,1室1厅 ,43.2,南, 精装 , 中楼层(共4层) , 1987年建 ,"117,634元/平",509
1531,2室1厅 ,61.0,南北, 精装 , 底层(共6层) , 1992年建 ,"75,398元/平",460
1532,2室1厅 ,92.6,南北, 精装 , 顶层(共10层) , 2005年建 ,"56,641元/平",525
1533,2室1厅 ,74.3,西南, 简装 , 中楼层(共24层) , 1996年建 ,"78,735元/平",585
1534,2室1厅 ,57.7,南北, 精装 , 顶层(共6层) , 1993年建 ,"73,645元/平",425
1535,1室1厅 ,42.1,南北, 简装 , 中楼层(共5层) , 1982年建 ,"44,097元/平",186
1536,2室1厅 ,71.6,南北, 简装 , 中楼层(共6层) , 1991年建 ,"38,811元/平",278
1537,2室1厅 ,55.8,南北, 精装 , 中楼层(共5层) , 1986年建 ,"66,214元/平",370
1538,2室1厅 ,57,北南, 简装 , 中楼层(共6层) , 1986年建 ,"82,106元/平",468
1539,1室1厅 ,45.3,东, 精装 , 中楼层(共6层) , 1993年建 ,"48,501元/平",220
1540,2室1厅 ,92.9,南北, 精装 , 顶层(共10层) , 2003年建 ,"125,861元/平",1170
1541,1室1厅 ,59.5,南, 精装 , 中楼层(共35层) , 2014年建 ,"58,824元/平",350
1542,1室1厅 ,56.0,南, 精装 , 中楼层(共22层) , 2010年建 ,"49,216元/平",276
1543,2室1厅 ,58.5,南北, 简装 , 高楼层(共6层) , 1989年建 ,"107,582元/平",630
1544,2室1厅 ,54.8,南北, 精装 , 低楼层(共6层) , 1992年建 ,"113,057元/平",620
1545,2室1厅 ,57.7,南北, 精装 , 低楼层(共6层) , 1992年建 ,"86,234元/平",498
1546,2室1厅 ,80.4,南, 简装 , 低楼层(共14层) , 2006年建 ,"41,657元/平",335
1547,1室1厅 ,51.5,南, 精装 , 中楼层(共6层) , 2002年建 ,"63,107元/平",325
1548,2室1厅 ,89.1,南, 精装 , 27层 , 2015年建 ,"76,803元/平",685
1549,2室1厅 ,51.6,南, 简装 , 顶层(共4层) , 1978年建 ,"58,140元/平",300
1550,2室1厅 ,87.1,南北, 简装 , 中楼层(共18层) , 2011年建 ,"64,250元/平",560
1551,2室1厅 ,45.9,西南北, 精装 , 顶层(共6层) , 1980年建 ,"66,972元/平",308
1552,1室0厅 ,57.7,东北, 精装 , 中楼层(共28层) , 2006年建 ,"71,008元/平",410
1553,2室1厅 ,96.7,西南, 精装 , 28层 , 2007年建 ,"68,734元/平",665
1554,1室1厅 ,38.1,南, 精装 , 高楼层(共12层) , 1986年建 ,"104,877元/平",400
1555,1室1厅 ,44.9,南, 简装 , 低楼层(共25层) , 1989年建 ,"81,202元/平",365
1556,1室1厅 ,58.2,西南, 简装 , 高楼层(共20层) , 2004年建 ,"97,478元/平",568
1557,2室1厅 ,71.9,南北, 精装 , 中楼层(共6层) , 1995年建 ,"58,342元/平",420
1558,1室1厅 ,44.4,南, 简装 , 中楼层(共18层) , 1995年建 ,"57,330元/平",255
1559,1室0厅 ,26.6,南, 简装 , 低楼层(共6层) , 1992年建 ,"153,789元/平",410
1560,2室1厅 ,107.0,南北, 精装 , 7层 , 2002年建 ,"42,053元/平",450
1561,1室0厅 ,26.6,南, 简装 , 低楼层(共6层) , 1992年建 ,"153,789元/平",410
1562,1室0厅 ,56.3,南, 精装 , 24层 , 2007年建 ,"66,691元/平",376
1563,2室1厅 ,61.0,东, 精装 , 中楼层(共14层) , 2001年建 ,"100,213元/平",612
1564,1室1厅 ,58.0,南, 精装 , 低楼层(共16层) , 2005年建 ,"127,477元/平",740
1565,3室1厅 ,122.3,南北, 精装 , 中楼层(共9层) , 2001年建 ,"87,916元/平",1076
1566,3室2厅 ,141.7,南北, 精装 , 中楼层(共5层) , 2000年建 ,"42,902元/平",608
1567,2室1厅 ,85.1,西北, 精装 , 16层 , 2006年建 ,"117,295元/平",999
1568,3室1厅 ,92.8,东西北, 简装 , 低楼层(共14层) , 2000年建 ,"54,796元/平",509
1569,1室1厅 ,66.1,南, 精装 , 高楼层(共15层) , 2010年建 ,"54,104元/平",358
1570,3室1厅 ,90.8,东南北, 简装 , 中楼层(共6层) , 1998年建 ,"69,323元/平",630
1571,2室1厅 ,88.1,南北, 简装 , 低楼层(共18层) , 2010年建 ,"48,798元/平",430
1572,2室1厅 ,98.8,西南, 精装 , 高楼层(共21层) , 2000年建 ,"53,595元/平",530
1573,2室1厅 ,73.8,南北, 精装 , 高楼层(共16层) , 2013年建 ,"46,748元/平",345
1574,3室1厅 ,115.1,西北, 精装 , 25层 , 2007年建 ,"58,947元/平",679
1575,2室1厅 ,67.4,东西, 精装 , 9层 , 2010年建 ,"44,356元/平",299
1576,2室1厅 ,83.4,东西, 简装 , 中楼层(共14层) , 2000年建 ,"68,321元/平",570
1577,3室1厅 ,96.9,南北, 精装 , 中楼层(共9层)  , 板塔结合,"80,496元/平",780
1578,3室2厅 ,103.8,南北, 简装 , 底层(共6层) , 2004年建 ,"52,880元/平",549
1579,3室2厅 ,113.3,东南北, 精装 , 高楼层(共27层) , 2012年建 ,"58,212元/平",660
1580,2室1厅 ,107.7,南, 简装 , 中楼层(共21层) , 2008年建 ,"57,345元/平",618
1581,2室1厅 ,42.6,北, 简装 , 中楼层(共5层) , 2003年建 ,"52,731元/平",225
1582,3室1厅 ,101,南西北, 简装 , 中楼层(共6层) , 1996年建 ,"33,466元/平",338
1583,3室1厅 ,87.1,南北, 简装 , 27层 , 2010年建 ,"51,400元/平",448
1584,1室1厅 ,49.3,北, 精装 , 低楼层(共16层) , 2004年建 ,"100,892元/平",498
1585,2室1厅 ,96.1,西北, 精装 , 28层 , 2004年建 ,"109,205元/平",1050
1586,3室1厅 ,68.2,南北, 精装 , 中楼层(共6层) , 1992年建 ,"98,126元/平",670
1587,2室1厅 ,60.5,南北, 简装 , 低楼层(共14层) , 1992年建 ,"55,703元/平",337
1588,3室2厅 ,118.3,南北, 简装 , 中楼层(共6层) , 1999年建 ,"91,209元/平",1079
1589,1室1厅 ,52.7,南, 简装 , 中楼层(共18层) , 1994年建 ,"144,213元/平",760
1590,1室1厅 ,36.2,东, 简装 , 顶层(共5层) , 1979年建 ,"91,989元/平",333
1591,2室1厅 ,118.8,西南, 简装 , 低楼层(共26层) , 2005年建 ,"55,135元/平",655
1592,3室1厅 ,89.0,东南, 简装 , 低楼层(共16层) , 2006年建 ,"106,730元/平",950
1593,3室2厅 ,124.3,南北, 精装 , 低楼层(共6层) , 2007年建 ,"42,472元/平",528
1594,2室1厅 ,88.8,南北, 简装 , 中楼层(共6层) , 2002年建 ,"52,454元/平",466
1595,3室1厅 ,73.5,南北, 精装 , 顶层(共5层) , 1996年建 ,"94,915元/平",698
1596,3室1厅 ,122.8,南北, 精装 , 低楼层(共6层) , 2004年建 ,"41,939元/平",515
1597,3室2厅 ,134.4,南北, 精装 , 低楼层(共6层) , 2015年建 ,"32,131元/平",432
1598,3室1厅 ,139.8,南北, 精装 , 中楼层(共6层) , 2012年建 ,"20,595元/平",288
1599,2室1厅 ,64.1,西南, 简装 , 高楼层(共16层) , 1994年建 ,"49,922元/平",320
1600,3室2厅 ,184.1,南北, 简装 , 高楼层(共12层) , 2008年建 ,"75,478元/平",1390
1601,3室1厅 ,106.3,西南北, 简装 , 顶层(共16层) , 2005年建 ,"36,762元/平",391
1602,3室2厅 ,136.8,南北, 精装 , 中楼层(共25层) , 2010年建 ,"62,491元/平",855
1603,3室2厅 ,164.8,北南, 毛坯 , 低楼层(共13层) , 2004年建 ,"30,340元/平",500
1604,3室1厅 ,77.8,东南, 简装 , 高楼层(共20层) , 1984年建 ,"96,340元/平",750
1605,2室1厅 ,86.6,南北, 精装 , 高楼层(共6层) , 2014年建 ,"77,314元/平",670
1606,3室2厅 ,214.8,南北, 精装 , 中楼层(共8层) , 2013年建 ,"34,910元/平",750
1607,3室1厅 ,69.5,南北, 简装 , 中楼层(共6层) , 1990年建 ,"45,442元/平",316
1608,4室1厅 ,158.3,西南北, 精装 , 高楼层(共13层) , 2001年建 ,"36,951元/平",585
1609,4室2厅 ,192.3,南北, 简装 , 中楼层(共18层) , 2017年建 ,"71,225元/平",1370
1610,3室2厅 ,141.6,南北, 简装 , 15层 , 2011年建 ,"88,958元/平",1260
1611,4室1厅 ,102.2,东南, 简装 , 高楼层(共18层) , 2000年建 ,"71,387元/平",730
1612,2室1厅 ,98.1,南, 简装 , 27层 , 2007年建 ,"72,222元/平",709
1613,2室1厅 ,70.5,南, 精装 , 中楼层(共12层) , 2006年建 ,"93,578元/平",660
1614,2室2厅 ,98.4,南北, 精装 , 低楼层(共10层) , 2005年建 ,"48,273元/平",475
1615,2室1厅 ,79.7,东南, 简装 , 中楼层(共30层) , 1999年建 ,"67,695元/平",540
1616,2室1厅 ,75.3,南北, 简装 , 6层 , 2002年建 ,"30,376元/平",229
1617,3室2厅 ,90.1,南北, 精装 , 低楼层(共9层) , 2011年建 ,"64,227元/平",579
1618,2室1厅 ,113.2,东, 精装 , 中楼层(共24层) , 2005年建 ,"72,394元/平",820
1619,3室1厅 ,70.4,南北, 简装 , 底层(共7层) , 1999年建 ,"41,608元/平",293
1620,3室1厅 ,80.0,东西, 精装 , 中楼层(共6层) , 1994年建 ,"45,591元/平",365
1621,2室1厅 ,87.8,南北, 精装 , 中楼层(共6层) , 2002年建 ,"51,230元/平",450
1622,3室1厅 ,93,南北, 精装 , 低楼层(共6层) , 2002年建 ,"33,549元/平",312
1623,3室2厅 ,127.5,南北, 简装 , 中楼层(共12层) , 2005年建 ,"47,515元/平",606
1624,2室1厅 ,89.2,南北, 简装 , 低楼层(共9层) , 2004年建 ,"53,534元/平",478
1625,3室1厅 ,100.8,南北, 精装 , 高楼层(共21层) , 2014年建 ,"41,147元/平",415
1626,3室1厅 ,118.7,南北, 精装 , 顶层(共19层) , 2015年建 ,"62,469元/平",742
1627,3室2厅 ,116.5,南北, 精装 , 中楼层(共6层) , 2018年建 ,"37,168元/平",433
1628,2室1厅 ,90.6,南, 精装 , 中楼层(共9层) , 2013年建 ,"41,823元/平",379
1629,3室1厅 ,119.4,南北, 简装 , 顶层(共22层) , 2003年建 ,"33,317元/平",398
1630,3室2厅 ,139.9,南北, 简装 , 底层(共12层) , 2010年建 ,"39,163元/平",548
1631,2室1厅 ,81.6,南北, 精装 , 中楼层(共26层) , 2014年建 ,"43,830元/平",358
1632,2室1厅 ,76.9,南, 精装 , 低楼层(共20层) , 2001年建 ,"57,868元/平",445
1633,2室1厅 ,102.9,西, 精装 , 低楼层(共19层) , 2002年建 ,"47,124元/平",485
1634,2室1厅 ,75.3,北南, 简装 , 6层 , 2000年建 ,"26,529元/平",200
1635,2室1厅 ,107.3,西北, 精装 , 中楼层(共18层) , 2007年建 ,"52,985元/平",569
1636,2室1厅 ,74.8,西, 简装 , 中楼层(共26层) , 1998年建 ,"28,980元/平",217
1637,2室1厅 ,54.1,南北, 简装 , 中楼层(共6层)  , 暂无数据,"29,206元/平",158
1638,2室1厅 ,74.2,南北, 精装 , 底层(共9层) , 2013年建 ,"88,889元/平",660
1639,2室1厅 ,90.3,南北, 简装 , 中楼层(共12层) , 2004年建 ,"50,908元/平",460
1640,1室1厅 ,81.7,西南, 精装 , 中楼层(共22层) , 2000年建 ,"78,053元/平",638
1641,3室1厅 ,162.4,东西, 精装 , 11层 , 2004年建 ,"48,939元/平",795
1642,2室1厅 ,47.9,南, 简装 , 底层(共5层) , 1982年建 ,"86,639元/平",415
1643,2室1厅 ,69.8,南北, 简装 , 底层(共6层) , 1995年建 ,"59,574元/平",416
1644,2室1厅 ,77.1,东西, 简装 , 中楼层(共4层) , 1998年建 ,"29,157元/平",225
1645,2室2厅 ,97.3,南北, 简装 , 底层(共6层) , 2004年建 ,"60,594元/平",590
1646,2室1厅 ,56.4,东西, 毛坯 , 中楼层(共6层) , 1980年建 ,"95,745元/平",540
1647,3室1厅 ,150.3,南北, 简装 , 中楼层(共10层) , 2007年建 ,"58,398元/平",878
1648,3室2厅 ,150.2,南北, 精装 , 中楼层(共25层) , 2007年建 ,"85,209元/平",1280
1649,3室1厅 ,107.4,南西, 简装 , 中楼层(共21层) , 2006年建 ,"54,460元/平",585
1650,2室2厅 ,96.6,南北, 精装 , 中楼层(共6层) , 2005年建 ,"49,369元/平",477
